,last_updated,id_code,Country Name,Country Code,actor_type,isin_id,race_to_zero_member,end_target,end_target_percentage_reduction,end_target_baseline_year,end_target_intensity_unit,end_target_baseline_emissions,end_target_target_emissions,end_target_bau_emissions,end_target_other,Net-zero Target,Target Status,status_date,interim_target,interim_target_percentage_reduction,interim_target_baseline_year,interim_target_intensity_unit,interim_target_baseline_emissions,interim_target_target_emissions,interim_target_bau_emissions,interim_target_other,interim_target_year,end_target_text,interim_target_text,target_notes,source_url,gasses_coverage,territorial_emissions,consumption_emissions,international_aviation,international_shipping,scope_1,scope_2,scope_3,historical_emissions,coverage_notes,Detailed Plan,plan_options,Reporting Mechanism,equity,accountability,governance_notes,carbon_credit_offsets,carbon_credit_conditions,max_emission_offset,conditions_other,removals_targets,cdr,sinks_and_credits_notes,memberships,gdp_real,annual_revenue,population,industry,sector,employees,market_index,GHG,inventory_year,higher_net_zero,gcap_id
172,2022-05-27 07:23:49,COU-0173,"Palestinian Territory, Occupied",PSE,Country,,No,Other,,,,,,,"independence scenario: 26.6% emissions reduction by 2040  relative to business-as-usual the total ghg emissions in the baseline scenario are projected to be 22.49 mt co2e in 2040. 
status-quo scenario: 17.5% emissions reduction by 2040 relative to business-as-usual, the total ghg emissions in the bau status-quo scenario are projected to be 15.93 mt co2e
in 2040.
  ",2040,In policy document,2021,No target,,,,,,,,,,,,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/State%20of%20Palestine%20First/Updated%20NDC_%20State%20of%20Palestine_2021_FINAL.pdf,Carbon dioxide and other GHGs,,No,No,No,,,,No,"Sectors covered for mitigation: energy (including electricity generation and imported electricity, oil
and gas), AFOLU, transport, waste and wastewater, and IPPU.
Sectors covered for adaptation: agriculture, coastal and marine, energy, food, gender, health,
industry, terrestrial ecosystems, tourism, urban and infrastructure, waste, and water.
Greenhouse gases covered: carbon dioxide (CO2), methane (CH4), and nitrous oxide (N2O).",Yes,"['Measures for all emission scopes that are covered by the target', 'Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)']",Annual reporting,Yes,Not Specified,,Not Specified,,,,No,No,,,30518341297.1958,,5133392,,,,,,,,
173,2022-05-27 07:42:40,COU-0174,Qatar,QAT,Country,,No,Emissions reduction target,25,2019,,,,,,2030,In policy document,2021,No target,,,,,,,,,"The reduction of 25% in GHG emissions for the year
2030, relative to BAU scenario is consistent with
provisions stipulated in Articles 4.3, 4.4 and 4.7 of PA.
Also, Article 6 is considered in the implementation.",,,https://www4.unfccc.int/sites/ndcstaging/Pages/Party.aspx?party=QAT&prototype=1,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,,,,No,"Greenhouse gases covered: Carbon dioxide (CO2), Methane (CH4), Nitrous Oxide (N2O).",No,,Less than annual reporting,No,Not Specified,"Governed by the MME Climate Change Department, the National Measurement, Reporting and
Verification (MRV) System will be designed to measure and validate progress towards the
commitments made in this NDC, using verified sector specific MRV communications prepared by
the national stakeholders. Effective MRV processes are key to guarantee best practice accounting,
transparency, precision and comparability on climate change information.",Not Specified,,,,Yes,Yes (nature-based and CCS-based removals),"Qatar's state-owned QP has set itself a target of reducing greenhouse gas (GHG) emissions, including plans to capture and store more than 7mn t/yr of CO2 from its operations by 2030.",,249470302290.3,,2688235,,,,,114760000,2019,,
174,2022-06-08 08:02:09,COU-0175,Romania,ROU,Country,,No,Climate neutral,,,,,,,,2050,In policy document,,Emissions reduction target,44,2005,,,,,,2030,"Submission by Croatia and the European Commission on behalf of the European Union and its Member States, 6 March 2020: ""On 12 December 2019 the European Council, taking note of the Communication of the European Commission on the European Green Deal, endorsed the objective of achieving a climate-neutral EU by 2050, in line with the objectives of the Paris Agreement"" (https://unfccc.int/documents/210328)","End target from Romania's 2021-2030 Integrated National Energy and Climate Plan, April 2020: ""Romania plans to make a fair contribution to the achievement of the decarbonisation target of the EU and will follow the best environmental protection practices. The application of the EU-ETS scheme and compliance with the annual emissions targets for the non-ETS sectors are the main commitments to achieve the targets. For the sectors covered by the EU-ETS scheme, the overall emissions reduction target of Romania reaches approximately 44 % by 2030 compared to 2005 [....] Emissions  from  non-ETS  economic  activities  for  the  period  2021-2030  are  established  in Regulation  (EU)  2018/842  [....] The European Commission set a 2 % reduction target for Romania compared to the value for 2005.""","Use this link to find Romania's NECP from 2021-2030: https://energy.ec.europa.eu/topics/energy-strategy/national-energy-and-climate-plans-necps_en#final-necps
While Romania has submitted their National Energy and Climate Plans (NECP for 2021-2030), they have yet to submit their national long-term strategy plan (as of 30 Sept 2021) which is meant to cover up till 2050 (to meet the demands of the Paris Agreement)",https://ec.europa.eu/energy/sites/default/files/documents/ro_final_necp_main_en.pdf,Carbon dioxide and other GHGs,,No,No,No,,,,No,,Yes,"['Schedule for regular review of measures', 'Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)']",Less than annual reporting,No,Not Specified,"Romania produces Biennial Progress Reports under the UNFCCC, can refer to their Multilateral Assessment presented in Glasgow, 2021: https://unfccc.int/MA/Romania

Details specific energy targets: ""Share of renewable energy (RES) in gross final energy consumption - 24% in 2020 (binding target); Achieved in 2017: share of RES in gross final energy 24.5%""

",No,,,,No,No,"No mention of anything related to offsets - mitigating is primarily in terms of emission reduction by switching to renewable energy, and improving energy efficiency",['Climate Ambition Alliance'],589791004835.87,,19328560,,,,,78360000,2019,,
175,2022-04-26 20:29:37,COU-0176,Russia,RUS,Country,,No,Carbon neutral(ity),,,,,,,,2060,In law,2021,Emissions reduction target,70,1990,,,,,,2030,"I will add that in practice Russia will strive for carbon neutrality of its economy, and we set a specific benchmark here - no later than 2060.
google translate from russian speech by putin: http://kremlin.ru/events/president/news/66916","google translated text: An ambitious goal has been set to limit greenhouse gas emissions to 70% of 1990 values ​​by 2030
https://www.economy.gov.ru/material/news/pravitelstvu_porucheno_ogranichit_vybrosy_parnikovyh_gazov_i_utverdit_strategiyu_nizkouglerodnogo_razvitiya_strany.html
from Russian NDC
see: https://climateactiontracker.org/climate-target-update-tracker/russian-federation/","'Implementation of the target (intensive) scenario will allow the Russian Federation to achieve a balance between anthropogenic emissions greenhouse gases and their removal no later than 2060' http://static.government.ru/media/files/ADKkCzp3fWO32e2yA0BhtIpyzWfHaiUa.pdf

stronger interim target found in 2050 draft document:
""The new NDC is also weaker than the one proposed in its draft 2050 strategy. The strategy presented 2030 emissions targets for 33% to 36% below 1990 levels (incl. LULUCF) and proposed adopting the less ambitious 33% reduction target""
https://climateactiontracker.org/climate-target-update-tracker/russian-federation/",http://static.government.ru/media/files/ADKkCzp3fWO32e2yA0BhtIpyzWfHaiUa.pdf,Not Specified,,Not Specified,Not Specified,Not Specified,,,,No,"the NDC goal: interim goal, specifies all GHGs",No,,Less than annual reporting,No,No,No information on nature of the pledge yet,,,,,No,Not Specified,No information on nature of the pledge yet,,4080294904824.7,,145102755,,,,,1924820000,2019,,
176,2022-10-26 07:56:44,COU-0177,Saudi Arabia,SAU,Country,,No,Net zero,,,,,,,,2060,In policy document,2021,Other,,,,,,,"the targets are listed as several vague goals ""reduce carbon emissions by more than 4% of global contributions"", ""transform the energy mix from .3% to 50% renewables in the kingdom's energy mix by 2030"" and ""plant 10 billion trees in saudi arabia""

2021 document states that ""by 2030, the kingdom aims that up to 50% of its electricity generation is expected to be met by natural gas"".

their ndc is that they will aim to reduce, avoid, and remove ghg emissions by 278 million tons of co2eq annually by 2030, with the year 2019 designated as the base year for this ndc",2030,"“We announce today the kingdom is aiming to reach net zero by 2060 through a circular carbon economy approach, in a way that’s compatible with the kingdom’s development plans and enables its economy to diversify,” Prince Mohammed said in a recorded message at the opening of the conference.
","The 2015 Paris Agreement fundamentally altered the nature of global cooperation to
address climate change and its impacts. Consistent with the Paris approach, Saudi Arabia developed its first nationally determined contribution (NDC) to reflect the challenges and
opportunities it faces as one of the world’s leading suppliers of crude oil in an increasingly carbon constrained world. The Kingdom’s NDC aims to support and accelerate the reform of its economy while delivering carbon mitigation co-benefits.
The initial NDC aspires to avoid up to 130 million tonnes of CO2-equivalent (CO2e) emissions per
annum by 2030 through economic diversification and adaptation.  https://www.saudigreeninitiative.org/","Policy documents indicate some vague statements such as ""The Kingdom of Saudi Arabia is pursuing a strategy of economic diversification, as set out in Vision 2030, to reduce its reliance on oil export revenues. Its NDC is designed to support and accelerate this strategy. As expressed in the NDC’s best-case scenario (Scenario 1 of a pathway of sustained economic growth), economic diversification is expected to contribute to delivering mitigation co-benefits by avoiding of up to 130 million tonnes of CO2 equivalent (CO2e) per annum by 2030 (UNFCCC 2015). ""

https://www.kapsarc.org/wp-content/uploads/2019/02/Policy-Pathways-to-Meet-Saudi-Arabias-Contribition-to-the-Paris-Agreement-_final.pdf

NDC does not reflect 2060 target: https://unfccc.int/documents/497886",https://www.bloomberg.com/news/articles/2021-10-23/world-s-biggest-oil-exporter-commits-to-net-zero-emissions,Carbon dioxide and other GHGs,,No,No,No,,,,No,The Kingdom as a member of the Global Methane Pledge initiative will collaborate with other members to reduce global methane emissions by 30% by 2030 relative to 2020 levels.,No,,Less than annual reporting,No,No,,Yes,['Other conditions'],,"company will offer ""high-quality credits including CORSIA compliant, Verra registered certificates""",No,Yes (nature-based and CCS-based removals),"SA is planting 10 billion trees in Saudi Arabia.

Public Investment Fund has 80% stake in Carbon Market Company to facilitate carbon credit auction and ""ensuring that carbon credit purchases go above and beyond meaningful emission reductions in value chains"" - https://www.pif.gov.sa/en/Pages/NewsDetails.aspx?NewsId-220/PIF-ANNOUNCES-THE-ESTABLISHMENT-OF-THE-REGIONAL-VOLUNTARY-CARBON-MARKET-COMPANY

Document mentions turning Jubail and Yanbu into global hubs for CCUS,
They also state they will produce blue and green hydrogen. ",,1594015847278.2,,35950396,,,,,723150000,2019,,
177,2022-12-12 15:32:05,COU-0178,Sudan,SDN,Country,,No,Other,,,,,,,"updated ndc mitigation targets divided across sectors: energy (non-biomass) 38% reduction; forestry & energy (biomass) 45%; waste 20% reduction 
(bau based on the use of national emission inventories for 2012-2017)",2050,In policy document,2021,No target,,,,,,,,,https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf,,"Sudan is planning to implement  low carbon development interventions in three sectors of  energy, forestry and waste inline with its national development priorities, objectives and circumstances. Sudan based on the last submitted NDC has targets for (2021-2030) for the energy sector by transforming the electrical sector towards low emission power generation via implementing wind and solar energy sources, mini grid and stand alone grid, applying energy efficiency measures will have a total CO2 reduction of 6,008,426t. In the transport sector; switching to public transportation, biofuel instead of fossil fuel and developing the rail way industries thus result in CO2 reduction of 6,449,582t. For the forestation activities ranging from planting mangroves in the red sea, restoration and sustainable management of forests which present a coverage of 1.7 million ha and results of 35,000,000t CO2 removal.",https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf,Carbon dioxide and other GHGs,,No,No,No,,,,No,"The coverage and scope of the mitigation targets in this updated NDC are the same as for the INDC (2015), namely energy, forestry, and waste.",Yes,"['Measures for all emission scopes that are covered by the target', 'Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)']",Less than annual reporting,Yes,,"Ongoing work including NAP readiness, data collection related with climate change, capacity building programs for staff and strengthening governmental institutions.  NAP: https://www4.unfccc.int/sites/NAPC/Documents%20NAP/National%20Reports/Sudan%20NAP.pdf",No,,,,Yes,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Recently, Sudan has received financial support from the Green Climate Fund (GCF) for a project to enhance adaptive capacity of local communities and restore carbon sink potential
of the Gum Arabic belt (10 million USD) and another project that implements resilience building measures in rainfed crop and livestock systems in nine states (25.6 million USD). ",['Climate Ambition Alliance'],172395320232.78,,45657202,,,,,127070000,2019,,
178,2022-05-16 10:41:55,COU-0179,El Salvador,SLV,Country,,No,Other,,,,,,,"el salvador has established commitments in the energy and agriculture, forestry and other land use in its ndc. 

for the energy sector, el salvador is committed to have an annual reduction of emissions (for 2030 and from a 2019 baseline) of 640 kton co2eq for activities related to fossil fuel burning within the energy sector. as well, the country commits to a conditional emissions reduction target (for 2030, 2019 bau) of 819 kton co2eq for the same sector and activities (fossil fuel burning within the energy sector) if the technological advances, finance structures, regulatory frameworks for international support are implemented. 

for the afolu sector, el salvador is committed to have an annual reduction of emissions, for the period between 2035 and 2040, from a 2015 baseline, of 50,857.5 kton co2eq via emission reduction activities and increasing of carbon stores and reservoirs in this sector, conditional on obtaining sufficient financing from international, national and private sources. 
",2030,,,Absolute emissions target,,2019,,0.986,0.793,,,2030,reducción de emisiones anuales (para 2030 y respecto a un escenario tendencial (BAU) desde 2019) de 640 Kton CO2Eq ,"Las emisiones de GEI del país, para dicho año, fueron 20,394.9 KtonCO2 Eq, correspondientes a 78.3 % de CO2 (15.978,7 KtonCO2 Eq, netas); 17.5% de CH4 (3,577.6 KtonCO2 Eq); 3.7 % de N2O (753,3 KtonCO2 Eq, netas), y 0.4% de HFC (85.3 KtonCO2 Eq) (Fig. II.4). 

""El Salvador se compromete a tener una reducción de emisiones anuales (para 2030 y respecto a un escenario tendencial (BAU) desde 2019) de 640 Kton CO2 Eq por actividades de quema de combustibles fósiles en el Sector Energía y hasta una reducción de emisiones anuales de 819 Kton CO2 Eq en las mismas actividades y sector, si durante el período comprendido hasta dichos años se instalan los modelos tecnológicos, estructuras de financiamiento, marcos normativos y procesos masivos de fomento de capacidades con apoyo internacional [...].""

El Salvador is committed to have an annual reduction of emissions (for 2030 and from a 2019 baseline) of 640 kton CO2eq for activities related to fossil fuel burning within the energy sector. As well, the country commits to a conditional emissions reduction target (for 2030, 2019 BAU) of 819 kton CO2eq for the same sector and activities (fossil fuel burning within the energy sector) if the technological advances, finance structures, regulatory frameworks for international support are implemented. 

""El Salvador se compromete a tener una reducción acumulada de emisiones, para el período entre 2035 y 2040, contada desde 2015, de 50,857.5 Kton CO2Eq por reducción de emisiones y actividades de aumento de sumideros y reservorios de carbono en el paisaje agropecuario de su Sector AFOLU [...].""

El Salvador is committed to have an annual reduction of emissions, for the period between 2035 and 2040, from a 2015 baseline, of 50,857.5 Kton CO2eq for the AFOLU sector via emission reduction activities and increasing of carbon stores and reservoirs in this sector, conditional on obtaining sufficient financing from international, national and private sources. ","There are two interim targets, one relating to the energy sector (2030) and one relating to the AFOLU sector (2035-2040). 

",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/El%20Salvador%20First/El%20Salvador%20NDC-%20Updated%20Dic.2021.pdf,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,,,,,"CO2
CH4 
HFC ",Yes,"['Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)']",Less than annual reporting,Yes,Not Specified,,Not Specified,,,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)",,,57369274335.195,,6314168,,,,,13920000,2019,,
179,2022-03-14 16:16:30,COU-0180,San Marino,SMR,Country,,No,Emissions reduction target,20,2005,,,,,,2030,In policy document,2015,No target,,,,,,,,,"""The Republic of San Marino, on the basis of the decision of the Government held on 28
September 2015, commits to reduce GHG emissions to 20% below 2005 levels by 2030.""",,,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/San%20Marino%20First/SAN%20MARINO%20INDC%20EN.pdf,Carbon dioxide and other GHGs,,Not Specified,Yes,Yes,,,,No,"""Gases covered: all greenhouse gasses not controlled by the Montreal Protocol: CO2, CH4,
N2O, HFCs, PFCs, SF6, NF3"" 
""San Marino supports the inclusion of international aviation and shipping""
Source: 
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/San%20Marino%20First/SAN%20MARINO%20INDC%20EN.pdf",No,,No reporting mechanism,No,Not Specified,,Not Specified,,,,,,,,2021751373.13523,,33746,,,,,,,,
180,2022-05-24 16:41:07,COU-0181,Somalia,SOM,Country,,No,Net zero,,,,,,,,2050,Proposed / in discussion,2019,Reduction v. BAU,30,,,,75,107.4,,2030,Climate Ambition Alliance,"Somalia has in this NDC committed to take action and reduce its estimated projected emissions of 107.40 MtCO2eq in 2030 by 30%. Somalia has set a target of achieving 30% emissions reductions against the Business As Usual (BAU) scenario estimate of 107.39 MtCO2eq by 2030. To achieve this target, Somalia will aim to reduce and avoid its GHG emissions by about 32.40MtCO2eq relative to the BAU scenario by 2030. Somalia committed to a 30% reduction in its BAU emissions project by 2030, which is about 32.4MtCO2eq. It lists details for 31.66 of these emissions reductions in its NDC.
https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Somalia%20First/Final%20Updated%20NDC%20for%20Somalia%202021.pdf",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Somalia%20First/Final%20Updated%20NDC%20for%20Somalia%202021.pdf,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Somalia%20First/Final%20Updated%20NDC%20for%20Somalia%202021.pdf,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,,,,No,"Sectors: Agriculture, Energy, Forestry, Transport, Waste Gases: CO2, CH4 and NO2 Notes: Other chases were not taken into account, considering that their use and associated emissions are extremely low. Sectors and GHG emissions reported within this document cover 99.9% of national emissions. The emission reduction focuses on three broad sectors namely (1) AFOLU sector emissions through sustainable reduction of deforestation, land degradation, afforestation and reforestation, and national REDD+ strategy (2) Energy sector (electricity, transport, and household emissions) and (3) Solid waste disposal on land.",Yes,"['Information on the emission reductions expected from these measures within a certain time period', 'Measures for all emission scopes that are covered by the target']",Less than annual reporting,Yes,Not Specified,"On equity: Based on the country’s national circumstances, this NDC is fair and ambitious.",Yes,['No conditions specified'],,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Somalia shall not exclude the role of international market mechanisms to achieve its conditional 2030 targets, subject to the use of robust systems that enable real and verified emission reductions.",['Climate Ambition Alliance'],19395201831.577,,16537016,,,,,42510000,2019,,
181,2022-12-12 15:08:08,COU-0182,Republic of Serbia,SRB,Country,,No,Emissions reduction target,33.3,1990,,,,,,2030,In policy document,2021,No target,,,,,,,,,,,"economy-wide target - reduction of GHG emissions by 2030:
- 13.2 % compared to 2010
- 33.3% compared to 1990",https://unfccc.int/sites/default/files/NDC/2022-08/NDC%20Final_Serbia%20english.pdf,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,,,,No,"Gases covered: all greenhouse gases (GHG) not controlled by the Montreal Protocol – carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), perfluorocarbons (PFCs), hydrofluorocarbons (HFCs), sulphur hexafluorides (SF6) and nitrogen trifluorides (NF3).
Carbon pools: not applicable",Yes,['Measures for all emission scopes that are covered by the target'],Less than annual reporting,Yes,No,https://balkangreenenergynews.com/wp-content/uploads/2020/01/Low-Carbon-Development-Strategy-with-Action-plan-Serbia_eng.pdf,Not Specified,,,,Yes,Not Specified,,,135250256377.06,,7464880,,,,,63270000,2017,,
182,2022-05-23 15:04:13,COU-0183,Eswatini,SWZ,Country,,No,Reduction v. BAU,5,,,,0,0,,2030,In policy document,2021,No target,,,,,,,,,"The enhanced and more ambitious NDC of Eswatini represents a progression beyond the 2015 NDC by adopting an economy wide GHG emissions reduction target of 5% by 2030 compared to the baseline scenario  and help achieve a low carbon and climate resilient development. 
This economy wide emission reduction can increase to 14% with external financing and this translates to 1.04 million tonnes fewer GHG emissions in 2030 compared to a baseline scenario. ",,"Eswatini pledges to reduce economy-wide emissions by 5% compared to the baseline scenario of 2030. Conditional on external financing, this could increase to a 14% reduction.
No numbers given for target or BAU emissions amount, only percentage so have entered those as 0. ",https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Eswatini%20First/Eswatini,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,,,,No,"Sectors covered: Energy, transport, waste, IPPU and AFOLU

Gases covered: Carbon dioxide (CO2), Methane (CH4), and Hydrofluorocarbons (HFCs). 
Further, the NDC also covers short-lived climate pollutants (SLCP) including Black Carbon (BC) and other air pollutants such as Organic Carbon (OC), Particulate Matter (PM2.5 and PM10), Nitrogen Oxides (NOx), Non-methane volatile organic compounds (NMVOC), Sulphur dioxide (SO2), Ammonia (NH3), and Carbon Monoxide (CO). 

The revised NDC of Eswatini represents a progression beyond the 2015 NDC by adopting several mitigation measures in the sectors of energy (including transport), waste, industrial processes, and product use (IPPU) and Agriculture, Forestry and Other Land Use (AFOLU) sectors. ",Yes,"['Schedule for regular review of measures', 'Information on the emission reductions expected from these measures within a certain time period']",Less than annual reporting,Yes,No,"Equity: Eswatini presents its enhanced NDC, acknowledging that despite our contribution to climate change emissions being miniscule, the country is committed to climate action. The country intends to communicate that climate resilient, sustainable, and equitable development are its priorities. 

Global emissions in 2018 was 45,873,850  Gg of CO2eq and Eswatini’s net emissions in 2018 was 3240.10Gg of CO2eq, therefore, Eswatini’s share of global emissions is 0.007%. In this context, Eswatini’s NDC contribution is considered fair and ambitious.

Governance: https://climate-laws.org/geographies/eswatini/policies/national-climate-change-policy-2015",Yes,['No conditions specified'],,,No,"Yes (nature-based removals e.g. Forestation, soil carbon enhancement)","Eswatini is committed to contributing towards developing market mechanisms via international cooperation under Article 6 of the Paris Agreement. While at present, there is no clarity on Article 6, Eswatini does not exclude the possible of utilizing international market mechanisms to achieve its NDC targets.",,10474973831.29,,1192271,,,,,2690000,2019,,
183,2022-05-27 09:06:03,COU-0184,Syria,SYR,Country,,No,No target,,,,,,,,,,,No target,,,,,,,,,,,,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Syrian%20Arab%20Republic%20First/FirstNDC-Eng-Syrian%20Arab%20Republic.pdf,Not Specified,,,,,,,,,,,,Less than annual reporting,,,,,,,,,,,,,,21324367,,,,,48480000,2019,,
184,2022-12-07 15:24:31,COU-0185,Thailand,THA,Country,,No,Net zero,,,,,,,,2065,In policy document,2021,Reduction v. BAU,30,,,,388.5,555,,2030,"Announced at COP26 World Leaders Summit, second update: 'Thailand will continue vigorous efforts in its challenge to meet the long-term goal of carbon neutrality by 2050 and net-zero greenhouse gas emission by 2065' ","''Thailand intends to reduce its greenhouse gas emissions by 30 percent from the projected business-as-usual (BAU) level by 2030. The level of contribution could increase up to 40 percent, subject to adequate and enhanced access to technology development and transfer, financial resources and capacity building support'
'Business-as-usual projection from reference year 2005 in the absence of major climate change policies (BAU2030: approx. 555 MtCO2e)' (p.1).","In policy because 'Thailand's NDC target has been integrated into the National Strategy. It will be implemented through the NDC Sectoral Action Plan which will be carried out with a wide range of stakeholder consultation and public participation processes at the national and local levels. The NDC Sectoral Action Plan will identify emission reduction measures, targets and responsibilities of relevant agencies in energy, transport, industry, waste and agriculture sectors'
From last draft: new year of achievement of net zero now 2065 from 2050 originally, and interim target year increased from 2025 to 2030",https://unfccc.int/sites/default/files/NDC/2022-11/Thailand%202nd%20Updated%20NDC.pdf,Carbon dioxide and other GHGs,,Not Specified,Not Specified,Not Specified,,,,No,"Gases: 'Gases: - Carbon dioxide (CO2) - Methane (CH4) - Nitrous oxide (N2O) - Hydrofluorocarbons (HFCs) - Perfluorocarbons (PFCs) - Sulphur hexafluoride (SF6)' (p.1).

Economy-wide (excluding land use, land-use change, and forestry) 'Although the NDC target in 2030 excludes the land use, land-use change, and forestry sector as part of its implementation, the protection and conservation of forest has been implemented continuously' (p. 3)",No,,Less than annual reporting,No,Not Specified,"Plan - 'Thailand's NDC target has been integrated into the National Strategy. It will be implemented through the NDC Sectoral Action Plan which will be carried out with a wide range of stakeholder consultation and public participation processes at the national and local levels. The NDC Sectoral Action Plan will identify emission reduction measures, targets and responsibilities of relevant agencies in energy, transport, industry, waste and agriculture sectors' --> will be implemented in a public plan in the future

Reporting - 'Thailand has established the inter-ministerial committees to oversee climate policy development and implementation and comprehensive national systems to monitor, evaluate. and report on progress. However, there are still gaps in individual and institutional capacities in all relevant agencies, including governmental agencies, private sectors, and general public' (p.6).",Not Specified,,,,No,"Yes (CCS-based removals e.g. BECCS, DACCS)","CCS-based Removals - 'Research development and deployment of advanced technologies such as carbon capture and storage (CCS), carbon capture, utilization and storage (CCUS), Bio-energy with CCS, direct air capture (DAC), and hydrogen' (p. 7)

Land Use - 'The commitment to increase forest cover of the country to achieve 55% of the total country area by 2037 has been setup under the 20-Year National Strategy. Although the NDC target in 2030 excludes the land use, land-use change, and forestry sector as part of its implementation, the protection and conservation of forest has been implemented continuously to be a good basis for future actions.' (p.3).",,1223126078700.4,,71601103,,,,,437180000,2019,No,
185,2022-05-31 21:10:37,COU-0186,Tajikistan,TJK,Country,,No,Emissions reduction target,30,1990,,,,,,2030,,2021,No target,,,,,,,,,"reduce 30 to 40% of its GHG emissions in 1990 as unconditional target. the conditional target reaches a GHG emission reduction between 40 to 50% of the base year. 

The conditional contribution (NDC), subject to a significant international funding and technology transfer, is not to exceed 50-60% GHG emissions as of 1990 by 2030.",,,https://www4.unfccc.int/sites/ndcstaging/PublishedDocuments/Tajikistan%20First/NDC_TAJIKISTAN_ENG.pdf,Carbon dioxide and other GHGs,,No,No,No,,,,No,"Gases Covered: Carbon Dioxide (CO2), Methane (CH4), Nitrous Oxide (N2O).",Yes,"['Information on the emission reductions expected from these measures within a certain time period', 'Information on the extent to which measures will be applied (e.g. if switching to EVs, what share of the fleet; if installing an own solar PV installation, what is the installed capacity)', 'Schedule for regular review of measures']",Less than annual reporting,Yes,Not Specified,"construction of 6 hydroelectric power plants with a capacity of 700 kWh.

the expected GHG emissions under the Baseline scenario are 23.54 MtCO2eq by 2030, under an intermediate growth. 
Under the unconditional scenario the GHG emissions expected by 2030 are 21.87 MtCO2eq. 
under the conditional scenario, the GHG emissions by 2030 will be 17.83 MtCO2eq, amount that means 50.10% of the GHG emissions of 1990 or a reduction of 24% compared to the baseline scenario.

Tracking of the country commitments will be conducted on a biennial basis.

consultations on gender and climate change were held with the civil society and the Committee on Women’s Affairs and Family. Republic of Tajikistan is a non-Annex I Party of the UNFCCC and it is applying the “common but differentiated responsibilities”. Thus, the Republic of Tajikistan is contributing far more than its initial responsibilities assumed to the Convention.

Many state bodies and institutions are implementing programs related to adaptation to climate change and all of them are accountable to the Government of the Republic of Tajikistan.",Not Specified,,,,No,Yes (unspecified),The Republic of Tajikistan has included all relevant GHG sources and sinks in its NDC.,,38057619883.091,,9537642,,,,,15080000,2019,,
